Free and Reduced-Price Lunch Counts,,,,,,
Fall 2009 District-Level Data: K-12 Counts by Grades,,,,,,
Includes Grades K through 12 plus Ungraded Special Education (14),,,,,,
DCODE,District_Name,GradeOrSetting,Free Lunch Eligible,Reduced-Price Lunch Eligible,Not Eligible,Total Count
82943,Weston Preparatory Academy,02,18,0,4,22
82943,Weston Preparatory Academy,03,24,1,1,26
82943,Weston Preparatory Academy,04,15,3,2,20
82943,Weston Preparatory Academy,05,16,4,5,25
82943,Weston Preparatory Academy,06,22,0,7,29
82943,Weston Preparatory Academy,07,19,2,3,24
82943,Weston Preparatory Academy,08,21,0,7,28
82943,Weston Preparatory Academy,09,50,4,15,69
82943,Weston Preparatory Academy,10,38,4,6,48
82943,Weston Preparatory Academy,11,18,1,9,28
82943,Weston Preparatory Academy,12,31,3,21,55
82945,Edison Public School Academy,00,73,12,46,131
82945,Edison Public School Academy,01,66,14,34,114
82945,Edison Public School Academy,02,65,17,36,118
82945,Edison Public School Academy,03,73,16,39,128
82945,Edison Public School Academy,04,73,12,40,125
82945,Edison Public School Academy,05,60,16,32,108
82945,Edison Public School Academy,06,62,13,44,119
82945,Edison Public School Academy,07,65,13,36,114
82945,Edison Public School Academy,08,59,21,38,118
82947,David Ellis Academy,00,18,7,6,31
82947,David Ellis Academy,01,19,3,6,28
82947,David Ellis Academy,02,16,4,9,29
82947,David Ellis Academy,03,33,5,12,50
82947,David Ellis Academy,04,25,6,16,47
82947,David Ellis Academy,05,32,4,13,49
82947,David Ellis Academy,06,17,6,8,31
82947,David Ellis Academy,07,12,7,9,28
82947,David Ellis Academy,08,17,3,7,27
82948,Ross Hill Academy,00,13,0,1,14
82948,Ross Hill Academy,01,10,0,0,10
82948,Ross Hill Academy,02,12,1,0,13
82948,Ross Hill Academy,03,10,0,1,11
82948,Ross Hill Academy,04,10,0,0,10
82948,Ross Hill Academy,05,11,1,3,15
82948,Ross Hill Academy,06,12,0,0,12
82948,Ross Hill Academy,07,8,0,0,8
82948,Ross Hill Academy,08,12,1,1,14
82948,Ross Hill Academy,09,12,0,1,13
82948,Ross Hill Academy,10,17,0,0,17
82948,Ross Hill Academy,11,15,4,4,23
82948,Ross Hill Academy,12,19,2,5,26
82949,Center for Literacy and Creativity,00,9,2,2,13
82949,Center for Literacy and Creativity,01,10,0,4,14
82949,Center for Literacy and Creativity,02,12,0,0,12
82949,Center for Literacy and Creativity,03,8,0,3,11
82949,Center for Literacy and Creativity,04,10,1,4,15
82949,Center for Literacy and Creativity,05,3,1,6,10
82949,Center for Literacy and Creativity,06,9,0,2,11
82949,Center for Literacy and Creativity,07,7,0,6,13
82949,Center for Literacy and Creativity,08,11,0,6,17
82950,Universal Academy,00,36,0,2,38
82950,Universal Academy,01,37,0,2,39
82950,Universal Academy,02,35,0,1,36
82950,Universal Academy,03,22,0,0,22
82950,Universal Academy,04,26,2,1,29
82950,Universal Academy,05,28,1,1,30
82950,Universal Academy,06,37,0,4,41
82950,Universal Academy,07,50,0,4,54
82950,Universal Academy,08,47,1,2,50
82950,Universal Academy,09,53,0,2,55
82950,Universal Academy,10,54,0,2,56
82950,Universal Academy,11,30,0,1,31
82950,Universal Academy,12,18,0,1,19
82953,Detroit Service Learning Academy,00,101,12,8,121
82953,Detroit Service Learning Academy,01,91,12,25,128
82953,Detroit Service Learning Academy,02,100,11,17,128
82953,Detroit Service Learning Academy,03,92,9,22,123
82953,Detroit Service Learning Academy,04,88,10,29,127
82953,Detroit Service Learning Academy,05,85,11,21,117
82953,Detroit Service Learning Academy,06,95,10,27,132
82953,Detroit Service Learning Academy,07,78,10,39,127
82953,Detroit Service Learning Academy,08,82,13,30,125
82955,Allen Academy,00,68,1,3,72
82955,Allen Academy,01,86,1,5,92
82955,Allen Academy,02,90,0,7,97
82955,Allen Academy,03,114,0,4,118
82955,Allen Academy,04,89,2,3,94
82955,Allen Academy,05,83,0,4,87
82955,Allen Academy,06,76,0,5,81
82955,Allen Academy,07,90,2,1,93
82955,Allen Academy,08,65,0,6,71
82955,Allen Academy,09,62,1,4,67
82955,Allen Academy,10,63,0,3,66
82955,Allen Academy,11,63,0,0,63
82955,Allen Academy,12,58,0,1,59
82956,Old Redford Academy,00,109,9,22,140
82956,Old Redford Academy,01,89,7,17,113
82956,Old Redford Academy,02,97,13,11,121
82956,Old Redford Academy,03,88,10,9,107
82956,Old Redford Academy,04,99,10,14,123
82956,Old Redford Academy,05,70,8,12,90
82956,Old Redford Academy,06,114,4,12,130
82956,Old Redford Academy,07,95,13,30,138
82956,Old Redford Academy,08,96,17,28,141
82956,Old Redford Academy,09,205,17,53,275
82956,Old Redford Academy,10,207,33,46,286
82956,Old Redford Academy,11,87,13,42,142
82956,Old Redford Academy,12,53,12,36,101
82957,Hope of Detroit Academy,00,49,1,2,52
82957,Hope of Detroit Academy,01,50,0,2,52
82957,Hope of Detroit Academy,02,51,1,0,52
82957,Hope of Detroit Academy,03,48,3,1,52
82957,Hope of Detroit Academy,04,48,2,2,52
82957,Hope of Detroit Academy,05,49,1,3,53
82957,Hope of Detroit Academy,06,44,2,3,49
82957,Hope of Detroit Academy,07,43,1,5,49
82957,Hope of Detroit Academy,08,38,1,5,44
82957,Hope of Detroit Academy,09,6,0,1,7
82957,Hope of Detroit Academy,10,1,0,6,7
82957,Hope of Detroit Academy,11,4,0,4,8
82957,Hope of Detroit Academy,12,6,0,5,11
82958,Joy Preparatory Academy,00,49,2,2,53
82958,Joy Preparatory Academy,01,56,1,1,58
82958,Joy Preparatory Academy,02,39,2,0,41
82958,Joy Preparatory Academy,03,43,3,0,46
82958,Joy Preparatory Academy,04,36,2,5,43
82958,Joy Preparatory Academy,05,48,3,4,55
82958,Joy Preparatory Academy,06,46,1,2,49
82958,Joy Preparatory Academy,07,51,1,6,58
82958,Joy Preparatory Academy,08,52,3,6,61
82959,West Village Academy,00,33,3,9,45
82959,West Village Academy,01,33,7,5,45
82959,West Village Academy,02,38,1,8,47
82959,West Village Academy,03,26,6,7,39
82959,West Village Academy,04,38,4,6,48
82959,West Village Academy,05,32,3,11,46
82959,West Village Academy,06,45,5,5,55
82959,West Village Academy,07,30,3,4,37
82959,West Village Academy,08,37,1,3,41
82960,Cherry Hill School of Performing Arts,00,36,0,7,43
82960,Cherry Hill School of Performing Arts,01,47,1,7,55
82960,Cherry Hill School of Performing Arts,02,32,0,6,38
82960,Cherry Hill School of Performing Arts,03,56,0,3,59
82960,Cherry Hill School of Performing Arts,04,49,0,2,51
82960,Cherry Hill School of Performing Arts,05,54,2,10,66
82960,Cherry Hill School of Performing Arts,06,65,1,7,73
82960,Cherry Hill School of Performing Arts,07,69,3,8,80
82960,Cherry Hill School of Performing Arts,08,79,2,15,96
82960,Cherry Hill School of Performing Arts,09,122,3,20,145
82960,Cherry Hill School of Performing Arts,10,99,3,31,133
82960,Cherry Hill School of Performing Arts,11,84,3,20,107
82960,Cherry Hill School of Performing Arts,12,69,3,37,109
82961,Academy of Inkster,09,55,1,3,59
82961,Academy of Inkster,10,55,3,4,62
82961,Academy of Inkster,11,25,3,6,34
82961,Academy of Inkster,12,37,3,5,45
82962,New Beginnings Academy,00,30,4,12,46
82962,New Beginnings Academy,01,23,2,8,33
82962,New Beginnings Academy,02,16,4,11,31
82962,New Beginnings Academy,03,22,1,7,30
82962,New Beginnings Academy,04,14,3,4,21
82962,New Beginnings Academy,05,16,1,6,23
82963,George Washington Carver Academy,00,51,0,4,55
82963,George Washington Carver Academy,01,52,0,1,53
82963,George Washington Carver Academy,02,49,0,2,51
82963,George Washington Carver Academy,03,52,0,5,57
82963,George Washington Carver Academy,04,43,0,3,46
82963,George Washington Carver Academy,05,52,0,5,57
82963,George Washington Carver Academy,06,52,1,2,55
82963,George Washington Carver Academy,07,57,0,4,61
82963,George Washington Carver Academy,08,55,0,5,60
82964,Detroit Midtown Academy,07,13,0,1,14
82964,Detroit Midtown Academy,08,23,0,1,24
82964,Detroit Midtown Academy,09,67,0,3,70
82964,Detroit Midtown Academy,10,71,0,8,79
82964,Detroit Midtown Academy,11,60,0,1,61
82964,Detroit Midtown Academy,12,67,0,7,74
82967,Metro Charter Academy,00,39,11,30,80
82967,Metro Charter Academy,01,41,7,39,87
82967,Metro Charter Academy,02,40,10,36,86
82967,Metro Charter Academy,03,38,9,37,84
82967,Metro Charter Academy,04,38,7,37,82
82967,Metro Charter Academy,05,39,9,41,89
82967,Metro Charter Academy,06,37,12,27,76
82967,Metro Charter Academy,07,35,5,37,77
82967,Metro Charter Academy,08,31,2,27,60
82968,Canton Charter Academy,00,9,1,70,80
82968,Canton Charter Academy,01,9,2,70,81
82968,Canton Charter Academy,02,5,3,70,78
82968,Canton Charter Academy,03,9,1,68,78
82968,Canton Charter Academy,04,6,2,69,77
82968,Canton Charter Academy,05,5,4,69,78
82968,Canton Charter Academy,06,5,4,69,78
82968,Canton Charter Academy,07,5,3,72,80
82968,Canton Charter Academy,08,7,6,68,81
82969,Creative Montessori Academy,00,36,16,59,111
82969,Creative Montessori Academy,01,35,13,52,100
82969,Creative Montessori Academy,02,29,5,51,85
82969,Creative Montessori Academy,03,27,11,47,85
82969,Creative Montessori Academy,04,22,7,47,76
82969,Creative Montessori Academy,05,16,6,41,63
82969,Creative Montessori Academy,06,17,4,37,58
82969,Creative Montessori Academy,07,7,6,24,37
82969,Creative Montessori Academy,08,11,4,24,39
82970,Warrendale Charter Academy,00,63,6,4,73
82970,Warrendale Charter Academy,01,78,4,2,84
82970,Warrendale Charter Academy,02,65,5,11,81
82970,Warrendale Charter Academy,03,68,5,8,81
82970,Warrendale Charter Academy,04,71,2,8,81
82970,Warrendale Charter Academy,05,66,8,10,84
82970,Warrendale Charter Academy,06,68,3,9,80
82970,Warrendale Charter Academy,07,61,3,18,82
82970,Warrendale Charter Academy,08,62,3,18,83
82971,Blanche Kelso Bruce Academy,05,5,0,0,5
82971,Blanche Kelso Bruce Academy,06,7,0,1,8
82971,Blanche Kelso Bruce Academy,07,34,0,5,39
82971,Blanche Kelso Bruce Academy,08,72,0,10,82
82971,Blanche Kelso Bruce Academy,09,140,0,23,163
82971,Blanche Kelso Bruce Academy,10,114,0,23,137
82971,Blanche Kelso Bruce Academy,11,33,0,12,45
82971,Blanche Kelso Bruce Academy,12,10,0,1,11
82973,Trillium Academy,00,26,3,32,61
82973,Trillium Academy,01,25,3,23,51
82973,Trillium Academy,02,36,4,21,61
82973,Trillium Academy,03,36,2,20,58
82973,Trillium Academy,04,39,5,23,67
82973,Trillium Academy,05,24,3,27,54
82973,Trillium Academy,06,24,5,24,53
82973,Trillium Academy,07,26,5,23,54
82973,Trillium Academy,08,25,3,24,52
82973,Trillium Academy,09,21,5,29,55
82973,Trillium Academy,10,26,2,41,69
82973,Trillium Academy,11,24,6,32,62
82973,Trillium Academy,12,11,1,18,30
82974,Detroit Merit Charter Academy,00,83,7,15,105
82974,Detroit Merit Charter Academy,01,64,3,14,81
82974,Detroit Merit Charter Academy,02,62,7,8,77
82974,Detroit Merit Charter Academy,03,58,9,14,81
82974,Detroit Merit Charter Academy,04,59,7,12,78
82974,Detroit Merit Charter Academy,05,59,3,18,80
82974,Detroit Merit Charter Academy,06,56,8,16,80
82974,Detroit Merit Charter Academy,07,59,4,13,76
82974,Detroit Merit Charter Academy,08,44,4,11,59
82975,Riverside Academy,00,106,2,3,111
82975,Riverside Academy,01,99,2,2,103
82975,Riverside Academy,02,95,2,4,101
82975,Riverside Academy,03,83,0,0,83
82975,Riverside Academy,04,78,2,3,83
82975,Riverside Academy,05,71,1,0,72
82975,Riverside Academy,06,82,3,1,86
82975,Riverside Academy,07,78,3,1,82
82975,Riverside Academy,08,54,0,2,56
82975,Riverside Academy,09,77,1,1,79
82975,Riverside Academy,10,72,1,1,74
82975,Riverside Academy,11,56,2,1,59
82975,Riverside Academy,12,36,1,1,38
82976,Keystone Academy,00,24,6,93,123
82976,Keystone Academy,01,13,7,61,81
82976,Keystone Academy,02,12,6,62,80
82976,Keystone Academy,03,17,5,58,80
82976,Keystone Academy,04,9,6,65,80
82976,Keystone Academy,05,16,8,56,80
82976,Keystone Academy,06,12,7,61,80
82976,Keystone Academy,07,13,6,55,74
82976,Keystone Academy,08,13,2,53,68
82977,Hamtramck Academy,00,68,2,5,75
82977,Hamtramck Academy,01,56,1,2,59
82977,Hamtramck Academy,02,40,2,2,44
82977,Hamtramck Academy,03,48,2,4,54
82977,Hamtramck Academy,04,47,3,10,60
82977,Hamtramck Academy,05,51,0,3,54
82977,Hamtramck Academy,06,39,3,1,43
82977,Hamtramck Academy,07,43,2,7,52
82977,Hamtramck Academy,08,33,2,4,39
82978,Life Skills Center of Metropolitan Detroit,09,119,3,30,152
82978,Life Skills Center of Metropolitan Detroit,10,77,3,14,94
82978,Life Skills Center of Metropolitan Detroit,11,45,3,5,53
82978,Life Skills Center of Metropolitan Detroit,12,37,2,3,42
82979,Detroit Enterprise Academy,00,71,8,2,81
82979,Detroit Enterprise Academy,01,54,7,8,69
82979,Detroit Enterprise Academy,02,66,7,7,80
82979,Detroit Enterprise Academy,03,69,4,6,79
82979,Detroit Enterprise Academy,04,54,10,10,74
82979,Detroit Enterprise Academy,05,64,7,10,81
82979,Detroit Enterprise Academy,06,75,5,4,84
82979,Detroit Enterprise Academy,07,57,10,11,78
82979,Detroit Enterprise Academy,08,66,2,7,75
82980,"Business Entrepreneurship, Science, Tech. Academy",00,51,0,0,51
82980,"Business Entrepreneurship, Science, Tech. Academy",01,46,0,0,46
82980,"Business Entrepreneurship, Science, Tech. Academy",02,56,1,1,58
82980,"Business Entrepreneurship, Science, Tech. Academy",03,50,0,2,52
82980,"Business Entrepreneurship, Science, Tech. Academy",04,45,0,0,45
82980,"Business Entrepreneurship, Science, Tech. Academy",05,47,0,0,47
82980,"Business Entrepreneurship, Science, Tech. Academy",06,49,0,0,49
82980,"Business Entrepreneurship, Science, Tech. Academy",07,49,1,0,50
82980,"Business Entrepreneurship, Science, Tech. Academy",08,39,0,0,39
82981,American Montessori Academy,00,32,5,89,126
82981,American Montessori Academy,01,20,3,58,81
82981,American Montessori Academy,02,12,3,32,47
82981,American Montessori Academy,03,17,4,47,68
82981,American Montessori Academy,04,13,1,39,53
82981,American Montessori Academy,05,10,2,32,44
82981,American Montessori Academy,06,9,0,18,27
82982,Universal Learning Academy,00,93,11,11,115
82982,Universal Learning Academy,01,86,8,8,102
82982,Universal Learning Academy,02,70,5,4,79
82982,Universal Learning Academy,03,58,4,7,69
82982,Universal Learning Academy,04,55,4,3,62
82982,Universal Learning Academy,05,34,5,4,43
82983,Bridge Academy,00,74,0,0,74
82983,Bridge Academy,01,74,0,1,75
82983,Bridge Academy,02,74,0,0,74
82983,Bridge Academy,03,72,0,2,74
82983,Bridge Academy,04,73,0,0,73
82983,Bridge Academy,05,74,0,0,74
82983,Bridge Academy,06,52,0,0,52
82983,Bridge Academy,07,45,0,2,47
82983,Bridge Academy,08,43,0,0,43
82984,Dr. Charles Drew Academy,00,51,2,12,65
82984,Dr. Charles Drew Academy,01,49,0,6,55
82984,Dr. Charles Drew Academy,02,57,0,4,61
82984,Dr. Charles Drew Academy,03,51,2,4,57
82984,Dr. Charles Drew Academy,04,55,2,0,57
82984,Dr. Charles Drew Academy,05,35,1,4,40
82984,Dr. Charles Drew Academy,06,34,0,1,35
82984,Dr. Charles Drew Academy,07,28,0,1,29
82984,Dr. Charles Drew Academy,08,15,2,3,20
82985,Detroit Premier Academy,00,79,3,4,86
82985,Detroit Premier Academy,01,82,2,3,87
82985,Detroit Premier Academy,02,63,6,8,77
82985,Detroit Premier Academy,03,70,3,6,79
82985,Detroit Premier Academy,04,71,4,9,84
82985,Detroit Premier Academy,05,65,7,14,86
82985,Detroit Premier Academy,06,70,8,10,88
82985,Detroit Premier Academy,07,68,4,13,85
82985,Detroit Premier Academy,08,54,3,10,67
82986,Hanley International Academy,00,89,1,5,95
82986,Hanley International Academy,01,80,2,6,88
82986,Hanley International Academy,02,76,5,10,91
82986,Hanley International Academy,03,56,0,8,64
82986,Hanley International Academy,04,61,2,7,70
82986,Hanley International Academy,05,41,0,6,47
82986,Hanley International Academy,06,47,3,9,59
82986,Hanley International Academy,07,53,3,8,64
82986,Hanley International Academy,08,32,1,3,36
82987,Frontier International Academy,06,15,0,0,15
82987,Frontier International Academy,07,51,0,0,51
82987,Frontier International Academy,08,29,0,0,29
82987,Frontier International Academy,09,81,0,1,82
82987,Frontier International Academy,10,50,0,2,52
82987,Frontier International Academy,11,54,0,1,55
82987,Frontier International Academy,12,41,0,1,42
82988,Discovery Arts and Technology PSA,00,24,1,1,26
82988,Discovery Arts and Technology PSA,01,29,1,4,34
82988,Discovery Arts and Technology PSA,02,34,0,2,36
82988,Discovery Arts and Technology PSA,03,36,0,3,39
82988,Discovery Arts and Technology PSA,04,25,2,3,30
82988,Discovery Arts and Technology PSA,05,19,2,1,22
82988,Discovery Arts and Technology PSA,06,8,0,2,10
82988,Discovery Arts and Technology PSA,07,11,1,3,15
82988,Discovery Arts and Technology PSA,08,8,0,0,8
82989,Covenant House Life Skills Center West,09,78,1,33,112
82989,Covenant House Life Skills Center West,10,47,2,17,66
82989,Covenant House Life Skills Center West,11,23,1,11,35
82989,Covenant House Life Skills Center West,12,24,1,13,38
82990,Covenant House Life Skills Center East,09,119,0,35,154
82990,Covenant House Life Skills Center East,10,59,0,12,71
82990,Covenant House Life Skills Center East,11,41,0,9,50
82990,Covenant House Life Skills Center East,12,32,0,6,38
82991,Covenant House Life Skills Center Central,09,125,0,13,138
82991,Covenant House Life Skills Center Central,10,94,0,4,98
82991,Covenant House Life Skills Center Central,11,56,1,1,58
82991,Covenant House Life Skills Center Central,12,25,0,0,25
82992,Northpointe Academy,00,30,1,4,35
82992,Northpointe Academy,01,17,1,3,21
82992,Northpointe Academy,02,29,0,4,33
82992,Northpointe Academy,03,36,1,3,40
82992,Northpointe Academy,04,34,0,3,37
82992,Northpointe Academy,05,25,1,3,29
82992,Northpointe Academy,06,18,0,5,23
82992,Northpointe Academy,07,22,0,5,27
82992,Northpointe Academy,08,23,0,1,24
82994,David Ellis Academy West,00,68,7,30,105
82994,David Ellis Academy West,01,58,16,33,107
82994,David Ellis Academy West,02,72,7,34,113
82994,David Ellis Academy West,03,38,10,20,68
82994,David Ellis Academy West,04,54,3,28,85
82994,David Ellis Academy West,05,46,10,25,81
82994,David Ellis Academy West,06,60,5,28,93
82994,David Ellis Academy West,07,44,6,38,88
82994,David Ellis Academy West,08,49,6,39,94
82995,Taylor Exemplar Academy,00,31,11,38,80
82995,Taylor Exemplar Academy,01,37,9,38,84
82995,Taylor Exemplar Academy,02,38,16,28,82
82995,Taylor Exemplar Academy,03,39,14,30,83
82995,Taylor Exemplar Academy,04,28,9,43,80
82995,Taylor Exemplar Academy,05,38,8,36,82
82995,Taylor Exemplar Academy,06,34,11,36,81
82995,Taylor Exemplar Academy,07,19,8,28,55
82995,Taylor Exemplar Academy,08,16,9,25,50
