Free and Reduced-Price Lunch Counts,,,,,,
Fall 2009 District-Level Data: K-12 Counts by Grades,,,,,,
Includes Grades K through 12 plus Ungraded Special Education (14),,,,,,
DCODE,District_Name,GradeOrSetting,Free Lunch Eligible,Reduced-Price Lunch Eligible,Not Eligible,Total Count
82170,Wyandotte City School District,06,138,21,163,322
82170,Wyandotte City School District,07,126,40,168,334
82170,Wyandotte City School District,08,147,34,191,372
82170,Wyandotte City School District,09,140,39,246,425
82170,Wyandotte City School District,10,106,22,189,317
82170,Wyandotte City School District,11,78,21,222,321
82170,Wyandotte City School District,12,62,14,194,270
82170,Wyandotte City School District,14,403,57,292,752
82180,Flat Rock Community Schools,00,58,7,109,174
82180,Flat Rock Community Schools,01,47,6,77,130
82180,Flat Rock Community Schools,02,52,7,92,151
82180,Flat Rock Community Schools,03,48,12,91,151
82180,Flat Rock Community Schools,04,52,13,84,149
82180,Flat Rock Community Schools,05,58,9,71,138
82180,Flat Rock Community Schools,06,46,12,101,159
82180,Flat Rock Community Schools,07,46,10,90,146
82180,Flat Rock Community Schools,08,62,12,83,157
82180,Flat Rock Community Schools,09,61,24,95,180
82180,Flat Rock Community Schools,10,53,15,88,156
82180,Flat Rock Community Schools,11,22,10,79,111
82180,Flat Rock Community Schools,12,35,17,80,132
82230,Crestwood School District,00,70,10,113,193
82230,Crestwood School District,01,102,14,84,200
82230,Crestwood School District,02,120,29,86,235
82230,Crestwood School District,03,103,24,79,206
82230,Crestwood School District,04,114,24,98,236
82230,Crestwood School District,05,129,31,102,262
82230,Crestwood School District,06,131,26,123,280
82230,Crestwood School District,07,169,31,113,313
82230,Crestwood School District,08,133,23,135,291
82230,Crestwood School District,09,166,43,152,361
82230,Crestwood School District,10,142,29,131,302
82230,Crestwood School District,11,101,26,139,266
82230,Crestwood School District,12,116,30,156,302
82240,Westwood Community Schools,00,133,3,21,157
82240,Westwood Community Schools,01,136,8,21,165
82240,Westwood Community Schools,02,124,8,26,158
82240,Westwood Community Schools,03,107,14,28,149
82240,Westwood Community Schools,04,100,9,16,125
82240,Westwood Community Schools,05,105,11,18,134
82240,Westwood Community Schools,06,103,7,21,131
82240,Westwood Community Schools,07,114,3,29,146
82240,Westwood Community Schools,08,127,7,24,158
82240,Westwood Community Schools,09,182,7,124,313
82240,Westwood Community Schools,10,258,11,187,456
82240,Westwood Community Schools,11,159,8,151,318
82240,Westwood Community Schools,12,87,5,58,150
82250,Ecorse Public School District,00,24,0,30,54
82250,Ecorse Public School District,01,44,0,36,80
82250,Ecorse Public School District,02,30,0,20,50
82250,Ecorse Public School District,03,23,0,38,61
82250,Ecorse Public School District,04,35,0,29,64
82250,Ecorse Public School District,05,39,0,31,70
82250,Ecorse Public School District,06,40,0,25,65
82250,Ecorse Public School District,07,38,0,35,73
82250,Ecorse Public School District,08,35,0,36,71
82250,Ecorse Public School District,09,69,0,29,98
82250,Ecorse Public School District,10,51,0,32,83
82250,Ecorse Public School District,11,54,1,30,85
82250,Ecorse Public School District,12,59,2,44,105
82290,Gibraltar School District,00,88,17,233,338
82290,Gibraltar School District,01,64,9,172,245
82290,Gibraltar School District,02,63,12,170,245
82290,Gibraltar School District,03,71,19,181,271
82290,Gibraltar School District,04,65,12,223,300
82290,Gibraltar School District,05,69,15,160,244
82290,Gibraltar School District,06,87,17,199,303
82290,Gibraltar School District,07,81,24,209,314
82290,Gibraltar School District,08,65,18,206,289
82290,Gibraltar School District,09,99,18,235,352
82290,Gibraltar School District,10,81,21,225,327
82290,Gibraltar School District,11,51,7,168,226
82290,Gibraltar School District,12,43,11,199,253
82290,Gibraltar School District,14,5,0,10,15
82300,Grosse Ile Township Schools,00,8,5,109,122
82300,Grosse Ile Township Schools,01,11,0,76,87
82300,Grosse Ile Township Schools,02,5,5,107,117
82300,Grosse Ile Township Schools,03,9,2,114,125
82300,Grosse Ile Township Schools,04,13,5,125,143
82300,Grosse Ile Township Schools,05,7,4,135,146
82300,Grosse Ile Township Schools,06,16,3,128,147
82300,Grosse Ile Township Schools,07,6,1,132,139
82300,Grosse Ile Township Schools,08,7,4,155,166
82300,Grosse Ile Township Schools,09,7,0,148,155
82300,Grosse Ile Township Schools,10,8,3,161,172
82300,Grosse Ile Township Schools,11,6,1,161,168
82300,Grosse Ile Township Schools,12,7,0,147,154
82300,Grosse Ile Township Schools,14,1,0,10,11
82320,City of Harper Woods Schools,00,42,8,26,76
82320,City of Harper Woods Schools,01,50,6,26,82
82320,City of Harper Woods Schools,02,49,3,25,77
82320,City of Harper Woods Schools,03,62,4,21,87
82320,City of Harper Woods Schools,04,51,6,35,92
82320,City of Harper Woods Schools,05,62,7,34,103
82320,City of Harper Woods Schools,06,69,4,34,107
82320,City of Harper Woods Schools,07,57,10,40,107
82320,City of Harper Woods Schools,08,74,8,38,120
82320,City of Harper Woods Schools,09,70,9,39,118
82320,City of Harper Woods Schools,10,81,10,48,139
82320,City of Harper Woods Schools,11,76,8,55,139
82320,City of Harper Woods Schools,12,57,7,34,98
82340,Huron School District,00,55,8,101,164
82340,Huron School District,01,46,10,100,156
82340,Huron School District,02,34,13,99,146
82340,Huron School District,03,52,10,113,175
82340,Huron School District,04,57,13,130,200
82340,Huron School District,05,52,13,117,182
82340,Huron School District,06,47,12,142,201
82340,Huron School District,07,44,14,143,201
82340,Huron School District,08,53,9,140,202
82340,Huron School District,09,57,12,173,242
82340,Huron School District,10,40,20,168,228
82340,Huron School District,11,36,14,160,210
82340,Huron School District,12,26,11,150,187
82365,Woodhaven-Brownstown School District,00,129,22,213,364
82365,Woodhaven-Brownstown School District,01,103,14,223,340
82365,Woodhaven-Brownstown School District,02,100,37,249,386
82365,Woodhaven-Brownstown School District,03,124,20,245,389
82365,Woodhaven-Brownstown School District,04,120,22,243,385
82365,Woodhaven-Brownstown School District,05,111,31,242,384
82365,Woodhaven-Brownstown School District,06,99,24,258,381
82365,Woodhaven-Brownstown School District,07,99,28,263,390
82365,Woodhaven-Brownstown School District,08,106,30,224,360
82365,Woodhaven-Brownstown School District,09,106,25,297,428
82365,Woodhaven-Brownstown School District,10,105,28,263,396
82365,Woodhaven-Brownstown School District,11,85,30,310,425
82365,Woodhaven-Brownstown School District,12,84,25,315,424
82365,Woodhaven-Brownstown School District,14,3,0,10,13
82390,Northville Public Schools,00,5,0,434,439
82390,Northville Public Schools,01,14,4,479,497
82390,Northville Public Schools,02,18,3,503,524
82390,Northville Public Schools,03,16,1,512,529
82390,Northville Public Schools,04,11,5,510,526
82390,Northville Public Schools,05,21,4,548,573
82390,Northville Public Schools,06,24,8,539,571
82390,Northville Public Schools,07,19,4,563,586
82390,Northville Public Schools,08,8,4,582,594
82390,Northville Public Schools,09,18,6,527,551
82390,Northville Public Schools,10,11,2,498,511
82390,Northville Public Schools,11,12,5,568,585
82390,Northville Public Schools,12,14,2,516,532
82390,Northville Public Schools,14,125,16,155,296
82400,Riverview Community School District,00,56,12,138,206
82400,Riverview Community School District,01,46,9,116,171
82400,Riverview Community School District,02,42,10,105,157
82400,Riverview Community School District,03,59,17,127,203
82400,Riverview Community School District,04,58,19,125,202
82400,Riverview Community School District,05,59,16,113,188
82400,Riverview Community School District,06,55,16,139,210
82400,Riverview Community School District,07,64,22,124,210
82400,Riverview Community School District,08,45,22,159,226
82400,Riverview Community School District,09,53,17,214,284
82400,Riverview Community School District,10,42,8,176,226
82400,Riverview Community School District,11,32,9,179,220
82400,Riverview Community School District,12,26,6,155,187
82405,Southgate Community School District,00,139,30,167,336
82405,Southgate Community School District,01,107,36,192,335
82405,Southgate Community School District,02,121,29,150,300
82405,Southgate Community School District,03,162,32,167,361
82405,Southgate Community School District,04,153,31,171,355
82405,Southgate Community School District,05,151,44,185,380
82405,Southgate Community School District,06,161,49,203,413
82405,Southgate Community School District,07,167,36,185,388
82405,Southgate Community School District,08,158,43,230,431
82405,Southgate Community School District,09,170,38,273,481
82405,Southgate Community School District,10,228,46,464,738
82405,Southgate Community School District,11,119,35,390,544
82405,Southgate Community School District,12,139,28,473,640
82405,Southgate Community School District,14,0,0,1,1
82430,Van Buren Public Schools,00,227,23,211,461
82430,Van Buren Public Schools,01,198,31,187,416
82430,Van Buren Public Schools,02,207,33,209,449
82430,Van Buren Public Schools,03,206,32,208,446
82430,Van Buren Public Schools,04,167,35,189,391
82430,Van Buren Public Schools,05,190,31,197,418
82430,Van Buren Public Schools,06,195,31,183,409
82430,Van Buren Public Schools,07,165,27,231,423
82430,Van Buren Public Schools,08,168,28,220,416
82430,Van Buren Public Schools,09,152,23,260,435
82430,Van Buren Public Schools,10,129,30,285,444
82430,Van Buren Public Schools,11,174,28,313,515
82430,Van Buren Public Schools,12,141,20,276,437
82430,Van Buren Public Schools,14,22,2,61,85
82701,University Preparatory Science and Math (PSAD),06,78,17,59,154
82701,University Preparatory Science and Math (PSAD),07,77,11,67,155
82701,University Preparatory Science and Math (PSAD),08,37,10,26,73
82702,University Preparatory Academy,00,68,17,27,112
82702,University Preparatory Academy,01,85,11,17,113
82702,University Preparatory Academy,02,86,12,28,126
82702,University Preparatory Academy,03,91,9,27,127
82702,University Preparatory Academy,04,85,15,24,124
82702,University Preparatory Academy,05,84,16,25,125
82702,University Preparatory Academy,06,98,15,22,135
82702,University Preparatory Academy,07,102,12,20,134
82702,University Preparatory Academy,08,102,11,21,134
82702,University Preparatory Academy,09,91,12,31,134
82702,University Preparatory Academy,10,80,17,41,138
82702,University Preparatory Academy,11,90,12,35,137
82702,University Preparatory Academy,12,83,9,26,118
82703,Henry Ford Academy: School for Creative Studies (PSAD),06,67,20,42,129
82703,Henry Ford Academy: School for Creative Studies (PSAD),07,81,13,36,130
82703,Henry Ford Academy: School for Creative Studies (PSAD),09,68,25,30,123
82716,Vista Meadows Academy,09,15,0,1,16
82716,Vista Meadows Academy,10,15,0,2,17
82716,Vista Meadows Academy,11,15,0,3,18
82716,Vista Meadows Academy,12,6,0,4,10
82717,Achieve Charter Academy,00,10,0,65,75
82717,Achieve Charter Academy,01,3,4,74,81
82717,Achieve Charter Academy,02,5,3,75,83
82717,Achieve Charter Academy,03,6,0,76,82
82717,Achieve Charter Academy,04,4,4,73,81
82717,Achieve Charter Academy,05,11,2,68,81
82717,Achieve Charter Academy,06,9,3,68,80
82718,Quest Charter Academy,00,36,7,31,74
82718,Quest Charter Academy,01,34,9,18,61
82718,Quest Charter Academy,02,34,8,18,60
82718,Quest Charter Academy,03,34,2,13,49
82718,Quest Charter Academy,04,33,2,11,46
82718,Quest Charter Academy,05,25,7,9,41
82719,Washington-Parks Academy,00,30,5,29,64
82719,Washington-Parks Academy,01,27,3,33,63
82719,Washington-Parks Academy,02,23,6,17,46
82719,Washington-Parks Academy,03,7,2,16,25
82719,Washington-Parks Academy,04,17,2,6,25
82719,Washington-Parks Academy,05,13,3,12,28
82719,Washington-Parks Academy,06,9,3,12,24
82719,Washington-Parks Academy,07,11,1,11,23
82719,Washington-Parks Academy,08,10,1,14,25
82720,Lincoln-King Academy,00,35,6,26,67
82720,Lincoln-King Academy,01,21,3,22,46
82720,Lincoln-King Academy,02,23,2,16,41
82720,Lincoln-King Academy,03,19,3,19,41
82720,Lincoln-King Academy,04,19,3,16,38
82720,Lincoln-King Academy,05,20,4,10,34
82720,Lincoln-King Academy,06,10,0,7,17
82721,McGivney Academy (SDA),09,0,0,1,1
82721,McGivney Academy (SDA),10,0,0,1,1
82721,McGivney Academy (SDA),11,1,0,0,1
82721,McGivney Academy (SDA),12,2,0,8,10
82902,Casa Richard Academy,09,40,4,9,53
82902,Casa Richard Academy,10,22,4,6,32
82902,Casa Richard Academy,11,17,4,6,27
82902,Casa Richard Academy,12,19,2,3,24
82903,Aisha Shule/WEB Dubois Prep. Academy School,00,10,0,3,13
82903,Aisha Shule/WEB Dubois Prep. Academy School,01,12,0,0,12
82903,Aisha Shule/WEB Dubois Prep. Academy School,02,17,0,3,20
82903,Aisha Shule/WEB Dubois Prep. Academy School,03,14,1,3,18
82903,Aisha Shule/WEB Dubois Prep. Academy School,04,6,0,1,7
82903,Aisha Shule/WEB Dubois Prep. Academy School,05,17,0,2,19
82903,Aisha Shule/WEB Dubois Prep. Academy School,06,15,0,1,16
82903,Aisha Shule/WEB Dubois Prep. Academy School,07,18,1,1,20
82903,Aisha Shule/WEB Dubois Prep. Academy School,08,23,1,1,25
82903,Aisha Shule/WEB Dubois Prep. Academy School,09,26,0,8,34
82903,Aisha Shule/WEB Dubois Prep. Academy School,10,25,1,1,27
82903,Aisha Shule/WEB Dubois Prep. Academy School,11,13,0,3,16
82903,Aisha Shule/WEB Dubois Prep. Academy School,12,13,1,1,15
82903,Aisha Shule/WEB Dubois Prep. Academy School,14,2,0,4,6
82904,Plymouth Educational Center,00,50,4,14,68
82904,Plymouth Educational Center,01,72,9,13,94
82904,Plymouth Educational Center,02,63,11,10,84
82904,Plymouth Educational Center,03,83,15,17,115
82904,Plymouth Educational Center,04,81,19,20,120
82904,Plymouth Educational Center,05,69,8,23,100
82904,Plymouth Educational Center,06,85,20,15,120
82904,Plymouth Educational Center,07,81,13,20,114
82904,Plymouth Educational Center,08,67,13,21,101
82904,Plymouth Educational Center,09,59,12,39,110
82904,Plymouth Educational Center,10,66,11,40,117
82905,Nataki Talibah Schoolhouse of Detroit,00,27,0,13,40
82905,Nataki Talibah Schoolhouse of Detroit,01,21,2,15,38
82905,Nataki Talibah Schoolhouse of Detroit,02,26,1,10,37
82905,Nataki Talibah Schoolhouse of Detroit,03,34,3,12,49
82905,Nataki Talibah Schoolhouse of Detroit,04,33,0,19,52
82905,Nataki Talibah Schoolhouse of Detroit,05,30,1,20,51
82905,Nataki Talibah Schoolhouse of Detroit,06,23,2,11,36
82905,Nataki Talibah Schoolhouse of Detroit,07,28,1,11,40
82905,Nataki Talibah Schoolhouse of Detroit,08,32,0,21,53
82907,Michigan Technical Academy,00,83,5,1,89
82907,Michigan Technical Academy,01,71,4,1,76
82907,Michigan Technical Academy,02,69,3,4,76
82907,Michigan Technical Academy,03,80,5,3,88
82907,Michigan Technical Academy,04,62,3,10,75
82907,Michigan Technical Academy,05,58,0,14,72
82907,Michigan Technical Academy,06,73,4,11,88
82907,Michigan Technical Academy,07,78,8,12,98
82907,Michigan Technical Academy,08,74,6,11,91
82907,Michigan Technical Academy,09,105,11,23,139
82907,Michigan Technical Academy,10,115,7,25,147
82907,Michigan Technical Academy,11,74,10,32,116
82907,Michigan Technical Academy,12,56,7,25,88
82909,Academy of Detroit-West,00,37,8,2,47
82909,Academy of Detroit-West,01,36,1,5,42
82909,Academy of Detroit-West,02,36,2,5,43
82909,Academy of Detroit-West,03,39,4,3,46
82909,Academy of Detroit-West,04,44,2,3,49
82909,Academy of Detroit-West,05,34,6,3,43
82909,Academy of Detroit-West,06,45,1,5,51
82910,"Martin Luther King, Jr. Education Center Academy",00,58,0,0,58
82910,"Martin Luther King, Jr. Education Center Academy",01,39,2,6,47
82910,"Martin Luther King, Jr. Education Center Academy",02,34,4,10,48
82910,"Martin Luther King, Jr. Education Center Academy",03,25,1,6,32
82910,"Martin Luther King, Jr. Education Center Academy",04,20,3,8,31
82910,"Martin Luther King, Jr. Education Center Academy",05,23,1,5,29
82910,"Martin Luther King, Jr. Education Center Academy",06,26,2,4,32
82910,"Martin Luther King, Jr. Education Center Academy",07,16,1,7,24
82910,"Martin Luther King, Jr. Education Center Academy",08,10,1,2,13
82911,Gaudior Academy,00,6,1,5,12
82911,Gaudior Academy,01,14,3,3,20
82911,Gaudior Academy,02,11,3,8,22
82911,Gaudior Academy,03,15,3,4,22
82911,Gaudior Academy,04,19,3,3,25
82911,Gaudior Academy,05,15,3,6,24
82911,Gaudior Academy,06,11,5,8,24
82911,Gaudior Academy,07,7,3,9,19
82911,Gaudior Academy,08,15,1,7,23
82912,Academy of Westland,00,36,1,3,40
82912,Academy of Westland,01,40,1,5,46
82912,Academy of Westland,02,35,5,5,45
82912,Academy of Westland,03,36,2,4,42
82912,Academy of Westland,04,44,2,4,50
82912,Academy of Westland,05,35,0,2,37
82912,Academy of Westland,06,34,2,1,37
82912,Academy of Westland,07,52,4,4,60
82912,Academy of Westland,08,63,0,4,67
82913,Woodward Academy,00,37,5,10,52
82913,Woodward Academy,01,56,3,3,62
82913,Woodward Academy,02,47,3,5,55
82913,Woodward Academy,03,52,7,4,63
82913,Woodward Academy,04,59,5,6,70
82913,Woodward Academy,05,50,10,9,69
82913,Woodward Academy,06,39,11,6,56
82913,Woodward Academy,07,54,2,9,65
82913,Woodward Academy,08,49,11,6,66
82914,Colin Powell Academy,00,49,1,1,51
82914,Colin Powell Academy,01,44,1,1,46
82914,Colin Powell Academy,02,41,2,1,44
82914,Colin Powell Academy,03,43,0,1,44
82914,Colin Powell Academy,04,49,3,1,53
82914,Colin Powell Academy,05,41,3,5,49
82914,Colin Powell Academy,06,76,6,6,88
82914,Colin Powell Academy,07,102,7,17,126
82914,Colin Powell Academy,08,75,5,10,90
82915,Eaton Academy,00,31,3,7,41
82915,Eaton Academy,01,37,4,3,44
82915,Eaton Academy,02,24,2,8,34
82915,Eaton Academy,03,39,6,5,50
82915,Eaton Academy,04,15,1,8,24
82915,Eaton Academy,05,22,1,5,28
82915,Eaton Academy,06,16,2,2,20
82915,Eaton Academy,07,20,2,6,28
82915,Eaton Academy,08,25,7,8,40
82915,Eaton Academy,09,24,3,7,34
82915,Eaton Academy,10,22,1,13,36
82915,Eaton Academy,11,32,4,8,44
82915,Eaton Academy,12,28,2,14,44
82916,Summit Academy,00,28,4,18,50
82916,Summit Academy,01,27,5,24,56
82916,Summit Academy,02,21,3,24,48
82916,Summit Academy,03,21,5,28,54
82916,Summit Academy,04,33,3,14,50
82916,Summit Academy,05,17,13,30,60
82916,Summit Academy,06,19,5,13,37
82916,Summit Academy,07,14,2,9,25
82916,Summit Academy,08,10,3,12,25
82917,Michigan Health Academy,09,47,0,19,66
82917,Michigan Health Academy,10,38,0,7,45
82917,Michigan Health Academy,11,45,2,9,56
82917,Michigan Health Academy,12,31,1,4,36
82918,Cesar Chavez Academy,00,120,5,0,125
82918,Cesar Chavez Academy,01,119,4,2,125
82918,Cesar Chavez Academy,02,79,1,1,81
82918,Cesar Chavez Academy,03,103,0,0,103
82918,Cesar Chavez Academy,04,120,4,0,124
82918,Cesar Chavez Academy,05,114,6,0,120
82918,Cesar Chavez Academy,06,158,6,10,174
82918,Cesar Chavez Academy,07,174,7,5,186
82918,Cesar Chavez Academy,08,182,8,2,192
82918,Cesar Chavez Academy,09,181,7,10,198
82918,Cesar Chavez Academy,10,169,2,5,176
82918,Cesar Chavez Academy,11,134,5,5,144
82918,Cesar Chavez Academy,12,89,4,8,101
82919,Commonwealth Community Devel. Academy,00,27,0,0,27
82919,Commonwealth Community Devel. Academy,01,17,0,1,18
82919,Commonwealth Community Devel. Academy,02,34,1,0,35
82919,Commonwealth Community Devel. Academy,03,25,0,0,25
82919,Commonwealth Community Devel. Academy,04,34,2,2,38
82919,Commonwealth Community Devel. Academy,05,22,0,0,22
82919,Commonwealth Community Devel. Academy,06,22,1,1,24
82919,Commonwealth Community Devel. Academy,07,35,2,1,38
82919,Commonwealth Community Devel. Academy,08,22,3,0,25
82921,Academy for Business and Technology,00,48,1,1,50
82921,Academy for Business and Technology,01,56,4,8,68
82921,Academy for Business and Technology,02,47,3,1,51
82921,Academy for Business and Technology,03,35,6,4,45
82921,Academy for Business and Technology,04,27,11,4,42
82921,Academy for Business and Technology,05,35,2,1,38
82921,Academy for Business and Technology,06,19,2,1,22
82921,Academy for Business and Technology,07,30,1,3,34
82921,Academy for Business and Technology,08,22,8,5,35
82921,Academy for Business and Technology,09,67,5,6,78
82921,Academy for Business and Technology,10,63,5,2,70
82921,Academy for Business and Technology,11,41,4,7,52
82921,Academy for Business and Technology,12,55,4,9,68
82922,Nsoroma Institute,00,11,0,6,17
82922,Nsoroma Institute,01,18,3,0,21
82922,Nsoroma Institute,02,16,2,4,22
82922,Nsoroma Institute,03,20,3,3,26
82922,Nsoroma Institute,04,15,3,4,22
82922,Nsoroma Institute,05,20,4,3,27
82922,Nsoroma Institute,06,15,2,2,19
82922,Nsoroma Institute,07,18,3,2,23
82922,Nsoroma Institute,08,13,0,3,16
82923,Chandler Park Academy,00,81,4,35,120
82923,Chandler Park Academy,01,68,10,21,99
82923,Chandler Park Academy,02,133,7,9,149
82923,Chandler Park Academy,03,105,7,16,128
82923,Chandler Park Academy,04,137,14,14,165
82923,Chandler Park Academy,05,103,7,5,115
82923,Chandler Park Academy,06,125,9,11,145
82923,Chandler Park Academy,07,125,7,14,146
82923,Chandler Park Academy,08,139,10,13,162
82923,Chandler Park Academy,09,151,10,16,177
82923,Chandler Park Academy,10,132,8,28,168
82923,Chandler Park Academy,11,119,5,21,145
82924,Marvin L. Winans Academy of Performing Arts,00,98,12,16,126
82924,Marvin L. Winans Academy of Performing Arts,01,106,7,23,136
82924,Marvin L. Winans Academy of Performing Arts,02,103,12,19,134
82924,Marvin L. Winans Academy of Performing Arts,03,103,10,24,137
82924,Marvin L. Winans Academy of Performing Arts,04,98,13,31,142
82924,Marvin L. Winans Academy of Performing Arts,05,104,9,29,142
82924,Marvin L. Winans Academy of Performing Arts,06,98,9,29,136
82924,Marvin L. Winans Academy of Performing Arts,07,68,16,30,114
82924,Marvin L. Winans Academy of Performing Arts,08,68,7,32,107
82924,Marvin L. Winans Academy of Performing Arts,09,40,4,25,69
82924,Marvin L. Winans Academy of Performing Arts,10,31,7,18,56
82924,Marvin L. Winans Academy of Performing Arts,11,35,9,11,55
82924,Marvin L. Winans Academy of Performing Arts,12,26,6,21,53
82925,Detroit Community Schools,00,47,0,7,54
82925,Detroit Community Schools,01,32,2,8,42
82925,Detroit Community Schools,02,36,2,10,48
82925,Detroit Community Schools,03,25,2,13,40
82925,Detroit Community Schools,04,37,2,10,49
82925,Detroit Community Schools,05,37,1,10,48
82925,Detroit Community Schools,06,49,1,12,62
82925,Detroit Community Schools,07,45,4,14,63
82925,Detroit Community Schools,08,11,0,17,28
82925,Detroit Community Schools,09,127,13,12,152
82925,Detroit Community Schools,10,153,7,19,179
82925,Detroit Community Schools,11,142,11,19,172
82925,Detroit Community Schools,12,93,9,19,121
82926,Henry Ford Academy,09,62,22,62,146
82926,Henry Ford Academy,10,49,14,58,121
82926,Henry Ford Academy,11,33,9,61,103
82926,Henry Ford Academy,12,44,10,55,109
82927,HEART Academy,09,56,4,12,72
82927,HEART Academy,10,41,5,7,53
82927,HEART Academy,11,35,7,12,54
82927,HEART Academy,12,28,6,7,41
82928,The Dearborn Academy,00,59,1,1,61
82928,The Dearborn Academy,01,46,3,1,50
82928,The Dearborn Academy,02,50,1,2,53
82928,The Dearborn Academy,03,62,0,0,62
82928,The Dearborn Academy,04,40,1,1,42
82928,The Dearborn Academy,05,51,0,4,55
82928,The Dearborn Academy,06,47,1,3,51
82928,The Dearborn Academy,07,51,0,4,55
82928,The Dearborn Academy,08,47,0,5,52
82929,Detroit Academy of Arts and Sciences,00,91,6,9,106
82929,Detroit Academy of Arts and Sciences,01,107,7,14,128
82929,Detroit Academy of Arts and Sciences,02,123,8,14,145
82929,Detroit Academy of Arts and Sciences,03,129,6,20,155
82929,Detroit Academy of Arts and Sciences,04,116,3,33,152
82929,Detroit Academy of Arts and Sciences,05,113,5,30,148
82929,Detroit Academy of Arts and Sciences,06,106,6,29,141
82929,Detroit Academy of Arts and Sciences,07,96,5,13,114
82929,Detroit Academy of Arts and Sciences,08,87,8,12,107
82929,Detroit Academy of Arts and Sciences,09,147,4,36,187
82929,Detroit Academy of Arts and Sciences,10,145,4,47,196
82929,Detroit Academy of Arts and Sciences,11,103,4,42,149
82929,Detroit Academy of Arts and Sciences,12,72,6,49,127
82930,Dove Academy of Detroit,00,88,4,7,99
82930,Dove Academy of Detroit,01,69,2,3,74
82930,Dove Academy of Detroit,02,63,4,3,70
82930,Dove Academy of Detroit,03,58,2,8,68
82930,Dove Academy of Detroit,04,46,2,8,56
82930,Dove Academy of Detroit,05,35,3,4,42
82930,Dove Academy of Detroit,06,28,3,7,38
82930,Dove Academy of Detroit,07,13,3,6,22
82933,Timbuktu Academy of Science and Technology,00,34,1,4,39
82933,Timbuktu Academy of Science and Technology,01,28,0,2,30
82933,Timbuktu Academy of Science and Technology,02,22,0,0,22
82933,Timbuktu Academy of Science and Technology,03,39,0,0,39
82933,Timbuktu Academy of Science and Technology,04,40,1,0,41
82933,Timbuktu Academy of Science and Technology,05,33,0,1,34
82933,Timbuktu Academy of Science and Technology,06,38,0,3,41
82933,Timbuktu Academy of Science and Technology,07,40,2,2,44
82933,Timbuktu Academy of Science and Technology,08,43,3,0,46
82937,George Crockett Academy,00,40,1,1,42
82937,George Crockett Academy,01,42,3,1,46
82937,George Crockett Academy,02,46,1,0,47
82937,George Crockett Academy,03,32,1,6,39
82937,George Crockett Academy,04,46,0,4,50
82937,George Crockett Academy,05,38,0,3,41
82937,George Crockett Academy,06,36,2,3,41
82937,George Crockett Academy,07,42,4,6,52
82937,George Crockett Academy,08,25,2,2,29
82937,George Crockett Academy,09,8,0,3,11
82937,George Crockett Academy,10,11,1,7,19
82937,George Crockett Academy,11,3,0,2,5
82937,George Crockett Academy,12,9,1,0,10
82938,Summit Academy North,00,44,11,44,99
82938,Summit Academy North,01,39,11,48,98
82938,Summit Academy North,02,39,8,37,84
82938,Summit Academy North,03,37,12,34,83
82938,Summit Academy North,04,38,14,40,92
82938,Summit Academy North,05,31,11,40,82
82938,Summit Academy North,06,52,10,63,125
82938,Summit Academy North,07,57,16,72,145
82938,Summit Academy North,08,50,11,94,155
82938,Summit Academy North,09,58,13,89,160
82938,Summit Academy North,10,41,11,100,152
82938,Summit Academy North,11,28,5,72,105
82938,Summit Academy North,12,21,10,74,105
82939,Pierre Toussaint Academy,00,32,0,9,41
82939,Pierre Toussaint Academy,01,48,3,6,57
82939,Pierre Toussaint Academy,02,41,2,2,45
82939,Pierre Toussaint Academy,03,46,0,2,48
82939,Pierre Toussaint Academy,04,44,0,5,49
82939,Pierre Toussaint Academy,05,49,0,3,52
82939,Pierre Toussaint Academy,06,41,1,5,47
82939,Pierre Toussaint Academy,07,49,2,6,57
82939,Pierre Toussaint Academy,08,38,5,6,49
82939,Pierre Toussaint Academy,09,7,2,1,10
82940,Voyageur Academy,00,46,2,5,53
82940,Voyageur Academy,01,53,2,1,56
82940,Voyageur Academy,02,38,1,2,41
82940,Voyageur Academy,03,41,6,2,49
82940,Voyageur Academy,04,45,3,1,49
82940,Voyageur Academy,05,37,1,6,44
82940,Voyageur Academy,06,34,4,4,42
82940,Voyageur Academy,07,39,3,5,47
82940,Voyageur Academy,08,49,5,9,63
82940,Voyageur Academy,09,67,7,12,86
82940,Voyageur Academy,10,58,7,22,87
82940,Voyageur Academy,11,60,5,34,99
82940,Voyageur Academy,12,47,6,29,82
82941,Star International Academy,00,124,20,30,174
82941,Star International Academy,01,97,9,14,120
82941,Star International Academy,02,97,7,15,119
82941,Star International Academy,03,82,11,11,104
82941,Star International Academy,04,79,9,8,96
82941,Star International Academy,05,82,5,10,97
82941,Star International Academy,06,83,10,11,104
82941,Star International Academy,07,81,17,11,109
82941,Star International Academy,08,75,9,7,91
82941,Star International Academy,09,80,6,9,95
82941,Star International Academy,10,59,6,8,73
82941,Star International Academy,11,64,6,6,76
82941,Star International Academy,12,37,2,7,46
82942,Hope Academy,00,74,0,1,75
82942,Hope Academy,01,64,0,8,72
82942,Hope Academy,02,65,0,9,74
82942,Hope Academy,03,64,0,10,74
82942,Hope Academy,04,61,0,7,68
82942,Hope Academy,05,67,0,4,71
82942,Hope Academy,06,58,0,5,63
82943,Weston Preparatory Academy,00,9,2,0,11
82943,Weston Preparatory Academy,01,15,3,3,21
